name,err_msg,iterations,warmup_iterations,gpu_computation,gpu_blocks,threads_per_block,message_size_B,block_size_B,EC,lost_blocks,cpu_threads,encode_time_ns,encode_time_ns_stddev,encode_throughput_Gbps,encode_throughput_Gbps_stddev,decode_time_ns,decode_time_ns_stddev,decode_throughput_Gbps,decode_throughput_Gbps_stddev
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,8192,"(24/16)",0,32,180383,5553.84,372.348,10.2238,7404.09,2604.5,9230.31,702.464
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,8192,"(36/32)",0,32,181382,7120.39,370.43,11.5774,7206.63,494.734,9351.48,582.773
"XOR-EC, AVX-512",,500,100,0,0,0,8388608,8192,"(40/32)",0,32,180737,9062.98,371.899,12.3241,7221.16,4998.06,9614.65,751.379
"XOR-EC, AVX2",,500,100,0,0,0,8388608,1024,"(12/8)",0,1,499651,2392.08,134.314,0.621779,39781,817.609,1687.63,32.7593
"XOR-EC, AVX2",,500,100,0,0,0,8388608,1024,"(20/16)",0,1,415366,8460.51,161.613,2.31704,47584.9,1173.23,1411.05,30.8033
"XOR-EC, AVX2",,500,100,0,0,0,8388608,1024,"(24/16)",0,1,495893,7886.86,135.355,1.61988,49064.5,898.238,1368.21,23.9372
"XOR-EC, AVX2",,500,100,0,0,0,8388608,1024,"(36/32)",0,1,371676,2536.9,180.565,1.13669,31130.1,755.329,2156.93,48.4807
"XOR-EC, AVX2",,500,100,0,0,0,8388608,1024,"(40/32)",0,1,413234,1421.07,162.401,0.557795,31970.4,664.474,2099.94,40.6248
"XOR-EC, AVX2",,500,100,0,0,0,8388608,2048,"(12/8)",0,1,495390,1450.12,135.468,0.396064,20358.3,563.435,3298.58,79.6471
"XOR-EC, AVX2",,500,100,0,0,0,8388608,2048,"(20/16)",0,1,412927,1443.13,162.522,0.566676,24439.5,634.303,2747.59,64.7404
"XOR-EC, AVX2",,500,100,0,0,0,8388608,2048,"(24/16)",0,1,498955,8354.23,134.527,1.69307,25141.8,625.335,2670.7,59.9146
"XOR-EC, AVX2",,500,100,0,0,0,8388608,2048,"(36/32)",0,1,371060,1351.12,180.86,0.656746,16123.4,409.565,4164.54,92.4084
"XOR-EC, AVX2",,500,100,0,0,0,8388608,2048,"(40/32)",0,1,416239,1694.67,161.23,0.655494,16649.8,451.973,4033.15,93.8488
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(12/8)",0,1,499011,8278.75,134.511,1.67128,10625.4,439.538,6324.27,203.195
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(20/16)",0,1,416607,1718.35,161.087,0.663281,12630.8,385.841,5317.25,136.113
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(24/16)",0,1,694953,6484.29,96.5732,0.771048,13084.8,413.124,5133.03,136.172
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(36/32)",0,1,373544,8004.13,179.712,2.68606,8509.88,259.235,7891.57,184.908
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(40/32)",0,1,530904,8752.55,126.431,1.61267,8803.44,274.667,7628.71,183.953
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(40/32)",1,1,531137,1985.72,126.351,0.472418,49430.4,22414.7,2598.71,2751.73
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(40/32)",2,1,531127,8470.28,126.376,1.53913,95113.2,29269.3,968.573,1236.91
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(40/32)",4,1,530979,2418.34,126.39,0.568911,179428,42365.2,415.84,350.429
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(40/32)",8,1,531608,12300.5,126.288,2.18714,348337,54074.9,198.418,39.7215
"XOR-EC, AVX2",,500,100,0,0,0,8388608,8192,"(12/8)",0,1,694472,2378.05,96.6341,0.323931,5785.72,259.042,11614.7,354.671
"XOR-EC, AVX2",,500,100,0,0,0,8388608,8192,"(20/16)",0,1,530988,1928.15,126.387,0.458947,6845.81,264.428,9813.51,277.754
"XOR-EC, AVX2",,500,100,0,0,0,8388608,8192,"(24/16)",0,1,676479,7850.68,99.214,0.930774,7090.23,267.263,9474.68,260.406
"XOR-EC, AVX2",,500,100,0,0,0,8388608,8192,"(36/32)",0,1,448647,2719.05,149.586,0.905616,4781.72,293.641,14067.5,544.451
"XOR-EC, AVX2",,500,100,0,0,0,8388608,8192,"(40/32)",0,1,523720,2641.4,128.142,0.637065,4852.12,332.75,13871.3,596.189
"XOR-EC, AVX2",,500,100,0,0,0,8388608,1024,"(12/8)",0,2,496497,1952.57,135.167,0.531579,37715.8,1267.52,1781.23,56.6577
"XOR-EC, AVX2",,500,100,0,0,0,8388608,1024,"(20/16)",0,2,413299,1948.11,162.377,0.763782,43222.5,1134.62,1553.65,38.7368
"XOR-EC, AVX2",,500,100,0,0,0,8388608,1024,"(24/16)",0,2,507773,5676.9,132.177,1.24957,44599.4,1338.84,1505.98,42.476
"XOR-EC, AVX2",,500,100,0,0,0,8388608,1024,"(36/32)",0,2,371725,5077.54,180.561,2.00557,29524.6,982.779,2275.28,69.2749
"XOR-EC, AVX2",,500,100,0,0,0,8388608,1024,"(40/32)",0,2,435618,2941.89,154.062,1.03875,30115,898.089,2230.2,60.0375
"XOR-EC, AVX2",,500,100,0,0,0,8388608,2048,"(12/8)",0,2,510257,9531.6,131.562,2.27737,20458.4,1648.43,3298.7,231.616
"XOR-EC, AVX2",,500,100,0,0,0,8388608,2048,"(20/16)",0,2,446826,2761.33,150.196,0.927906,26025.7,910.345,2581.41,81.8608
"XOR-EC, AVX2",,500,100,0,0,0,8388608,2048,"(24/16)",0,2,712833,8286.54,94.1545,0.921352,26670.6,756.015,2518.11,67.2991
"XOR-EC, AVX2",,500,100,0,0,0,8388608,2048,"(36/32)",0,2,405856,2349.54,165.357,0.956469,17737.2,686.307,3788.49,129.519
"XOR-EC, AVX2",,500,100,0,0,0,8388608,2048,"(40/32)",0,2,541750,3324.61,123.879,0.761851,18249.6,797.725,3683.29,138.826
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(12/8)",0,2,707148,3718.35,94.9034,0.500884,12216,511.49,5501.54,194.067
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(20/16)",0,2,538997,6753.93,124.523,1.31291,13873.3,704.881,4847.58,205.374
"XOR-EC, AVX2",,500,100,0,0,0,8388608,4096,"(24/16)",0,2,690511,2944.37,97.1889,0.412068,14256,837.095,4719.37,210.121
