name,err_msg,num_iterations,message_size_B,block_size_B,FEC,num_lost_rdma_packets,num_cpu_threads,is_gpu_bm,num_gpu_blocks,threads_per_gpu_block,time_ns,time_ns_stddev,time_ns_min,time_ns_max
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(8,4)",0,1,0,0,0,4.65855e+07,77481.1,4.64473e+07,4.67524e+07
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(8,4)",0,1,0,0,0,3.82845e+07,77346.9,3.80807e+07,3.85297e+07
"Xorec/iterations:1",,500,134217728,32768,"FEC(16,4)",0,1,0,0,0,1.92334e+07,34596.5,1.91447e+07,1.93133e+07
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(16,4)",0,1,0,0,0,3.07279e+07,65699.9,3.0599e+07,3.09076e+07
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(16,4)",0,1,0,0,0,3.47927e+07,192091,3.43547e+07,3.51099e+07
"Xorec/iterations:1",,500,134217728,32768,"FEC(16,8)",0,1,0,0,0,2.62844e+07,36224.7,2.62165e+07,2.63512e+07
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(16,8)",0,1,0,0,0,4.93717e+07,102552,4.92128e+07,4.95943e+07
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(16,8)",0,1,0,0,0,5.68705e+07,367303,5.62322e+07,5.7345e+07
"Xorec/iterations:1",,500,134217728,32768,"FEC(32,4)",0,1,0,0,0,1.29532e+07,35999,1.2855e+07,1.3053e+07
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(32,4)",0,1,0,0,0,2.42262e+07,44432,2.4139e+07,2.43356e+07
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(32,4)",0,1,0,0,0,2.96769e+07,201688,2.93907e+07,3.31972e+07
"Xorec/iterations:1",,500,134217728,32768,"FEC(32,8)",0,1,0,0,0,1.919e+07,21806.9,1.91239e+07,1.92693e+07
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,1,0,0,0,3.40928e+07,94052.6,3.39233e+07,3.43148e+07
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,1,0,0,0,5.77787e+07,295078,5.71626e+07,5.81787e+07
"Xorec/iterations:1",,500,134217728,32768,"FEC(32,8)",0,2,0,0,0,1.77452e+07,83782,1.64737e+07,1.78748e+07
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,2,0,0,0,3.08237e+07,115844,3.05693e+07,3.16217e+07
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,2,0,0,0,5.91501e+07,442953,5.67156e+07,5.98117e+07
"Xorec/iterations:1",,500,134217728,32768,"FEC(32,8)",0,4,0,0,0,9.48228e+06,51145.2,9.16827e+06,9.64921e+06
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,4,0,0,0,1.63833e+07,82910.6,1.60039e+07,1.66449e+07
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,4,0,0,0,2.95767e+07,159127,2.87781e+07,3.0003e+07
"Xorec/iterations:1",,500,134217728,32768,"FEC(32,8)",0,8,0,0,0,5.38483e+06,39457.8,5.04409e+06,5.54705e+06
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,8,0,0,0,8.99699e+06,55629.7,8.63783e+06,9.14879e+06
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,8,0,0,0,1.53294e+07,114330,1.48591e+07,1.55326e+07
"Xorec/iterations:1",,500,134217728,32768,"FEC(32,8)",0,16,0,0,0,3.75622e+06,162440,3.22855e+06,3.98129e+06
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,16,0,0,0,5.7499e+06,59295.4,5.39355e+06,5.88338e+06
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,16,0,0,0,8.92751e+06,198270,8.44422e+06,9.4063e+06
"Xorec/iterations:1",,500,134217728,32768,"FEC(32,8)",0,32,0,0,0,3.61479e+06,52071.5,3.06711e+06,3.73879e+06
"Leopard (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,32,0,0,0,5.09033e+06,84719.5,4.66649e+06,5.34565e+06
"CM256 (MDS)/iterations:1",,500,134217728,32768,"FEC(32,8)",0,32,0,0,0,7.99077e+06,205942,7.37457e+06,8.31333e+06
"Xorec/iterations:1",,500,134217728,65536,"FEC(2,1)",0,1,0,0,0,2.62901e+07,17524.7,2.62091e+07,2.6342e+07
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(2,1)",0,1,0,0,0,2.63071e+07,18393.4,2.62554e+07,2.63593e+07
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(2,1)",0,1,0,0,0,2.40618e+07,14855.8,2.40213e+07,2.4104e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(4,2)",0,1,0,0,0,2.6629e+07,20265.5,2.65788e+07,2.67069e+07
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(4,2)",0,1,0,0,0,4.4839e+07,38557.7,4.47542e+07,4.49329e+07
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(4,2)",0,1,0,0,0,2.98261e+07,76618.8,2.9691e+07,3.00177e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(8,4)",0,1,0,0,0,2.66351e+07,17356.9,2.65677e+07,2.66835e+07
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(8,4)",0,1,0,0,0,4.68808e+07,66834,4.67592e+07,4.70379e+07
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(8,4)",0,1,0,0,0,3.83834e+07,91587.3,3.82154e+07,3.85463e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(16,4)",0,1,0,0,0,1.91984e+07,21588.7,1.91484e+07,1.93028e+07
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(16,4)",0,1,0,0,0,3.07962e+07,63855.6,3.06817e+07,3.09461e+07
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(16,4)",0,1,0,0,0,3.70716e+07,117893,3.68049e+07,3.75754e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(16,8)",0,1,0,0,0,2.61937e+07,16170.5,2.61521e+07,2.62578e+07
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(16,8)",0,1,0,0,0,5.08138e+07,92769,5.06968e+07,5.10562e+07
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(16,8)",0,1,0,0,0,6.49918e+07,251097,6.43767e+07,6.5371e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(32,4)",0,1,0,0,0,1.30897e+07,17447.7,1.30317e+07,1.31399e+07
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(32,4)",0,1,0,0,0,2.41803e+07,51830.4,2.40879e+07,2.4319e+07
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(32,4)",0,1,0,0,0,3.36524e+07,185414,3.32803e+07,3.69818e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(32,8)",0,1,0,0,0,1.93877e+07,23126.3,1.93181e+07,1.94524e+07
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,1,0,0,0,3.65874e+07,91748.2,3.64083e+07,3.67673e+07
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,1,0,0,0,6.41482e+07,234511,6.3332e+07,6.47391e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(32,8)",0,2,0,0,0,1.87745e+07,102599,1.75584e+07,1.90606e+07
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,2,0,0,0,3.60738e+07,113085,3.46538e+07,3.62567e+07
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,2,0,0,0,6.05372e+07,401549,5.80975e+07,6.11911e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(32,8)",0,4,0,0,0,1.01917e+07,67313.1,9.79541e+06,1.03677e+07
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,4,0,0,0,1.86181e+07,93342,1.81937e+07,1.89162e+07
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,4,0,0,0,3.05704e+07,203043,2.96427e+07,3.1044e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(32,8)",0,8,0,0,0,5.74656e+06,51635.5,5.39043e+06,5.85306e+06
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,8,0,0,0,1.02783e+07,123443,9.85296e+06,1.06443e+07
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,8,0,0,0,1.64487e+07,126783,1.59156e+07,1.69059e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(32,8)",0,16,0,0,0,4.10126e+06,84529.1,3.64799e+06,4.30734e+06
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,16,0,0,0,6.51667e+06,76550.9,6.04132e+06,6.77067e+06
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,16,0,0,0,1.08639e+07,147571,1.0422e+07,1.11692e+07
"Xorec/iterations:1",,500,134217728,65536,"FEC(32,8)",0,32,0,0,0,4.07392e+06,107809,3.68493e+06,4.27604e+06
"Leopard (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,32,0,0,0,6.91296e+06,310726,6.19772e+06,8.46132e+06
"CM256 (MDS)/iterations:1",,500,134217728,65536,"FEC(32,8)",0,32,0,0,0,1.08054e+07,86320.8,1.04374e+07,1.10016e+07
"Xorec/iterations:1",,500,134217728,131072,"FEC(2,1)",0,1,0,0,0,2.63127e+07,66905,2.62089e+07,2.64317e+07
"Leopard (MDS)/iterations:1",,500,134217728,131072,"FEC(2,1)",0,1,0,0,0,2.63261e+07,65938.2,2.62241e+07,2.64496e+07
"CM256 (MDS)/iterations:1",,500,134217728,131072,"FEC(2,1)",0,1,0,0,0,2.408e+07,79521,2.3969e+07,2.41938e+07
"Xorec/iterations:1",,500,134217728,131072,"FEC(4,2)",0,1,0,0,0,2.66576e+07,76135.7,2.6541e+07,2.67734e+07
