name,err_msg,iterations,warmup_iterations,gpu_computation,gpu_blocks,threads_per_block,message_size_B,block_size_B,EC,lost_blocks,cpu_threads,encode_time_ns,encode_time_ns_stddev,encode_throughput_Gbps,encode_throughput_Gbps_stddev,decode_time_ns,decode_time_ns_stddev,decode_throughput_Gbps,decode_throughput_Gbps_stddev
"XOR-EC, AVX-512",,500,100,0,0,0,262144,1024,"(12/8)",0,1,7466.04,238.617,281.114,6.96506,2173.17,146.032,967.197,32.8819
"XOR-EC, AVX-512",,500,100,0,0,0,262144,1024,"(20/16)",0,1,6940.98,253.724,302.447,8.4377,2521.19,22.7556,831.877,7.33391
"XOR-EC, AVX-512",,500,100,0,0,0,262144,1024,"(24/16)",0,1,7319.14,183.863,286.672,5.68871,2618,20.7111,801.1,6.32006
"XOR-EC, AVX-512",,500,100,0,0,0,262144,1024,"(36/32)",0,1,6740.82,152.333,311.238,5.62968,1980.16,23.0219,1059.21,11.3927
"XOR-EC, AVX-512",,500,100,0,0,0,262144,1024,"(40/32)",0,1,7670.07,511.532,273.997,9.20671,2032.65,116.285,1033.27,27.3016
"XOR-EC, AVX-512",,500,100,0,0,0,262144,2048,"(12/8)",0,1,7752.98,286.422,270.831,9.138,1463.55,12.0701,1433.01,11.7845
"XOR-EC, AVX-512",,500,100,0,0,0,262144,2048,"(20/16)",0,1,6234.36,171.938,336.581,7.15131,1696.59,113.883,1238.42,35.4336
"XOR-EC, AVX-512",,500,100,0,0,0,262144,2048,"(24/16)",0,1,6811.02,186.317,308.086,6.6713,1733.98,107.418,1211.46,33.2003
"XOR-EC, AVX-512",,500,100,0,0,0,262144,2048,"(36/32)",0,1,5405.39,154.331,388.201,8.02147,1412.01,159.753,1492.2,62.5077
"XOR-EC, AVX-512",,500,100,0,0,0,262144,2048,"(40/32)",0,1,5920.46,223.664,354.59,9.82568,1420.54,11.9386,1476.41,12.2456
"XOR-EC, AVX-512",,500,100,0,0,0,262144,4096,"(12/8)",0,1,6594.76,237.984,318.307,8.45702,1145.04,11.6572,1831.69,18.5181
"XOR-EC, AVX-512",,500,100,0,0,0,262144,4096,"(20/16)",0,1,5529.82,255.043,379.798,12.1013,1254.08,113.501,1677.01,54.1701
"XOR-EC, AVX-512",,500,100,0,0,0,262144,4096,"(24/16)",0,1,8288.94,121.373,253.051,3.08999,1282.85,114.509,1639.32,53.0156
"XOR-EC, AVX-512",,500,100,0,0,0,262144,4096,"(36/32)",0,1,4958.63,190.966,423.361,11.3101,1096.58,134.208,1920.47,68.3379
"XOR-EC, AVX-512",,500,100,0,0,0,262144,4096,"(40/32)",0,1,8237.01,223.121,254.748,5.43132,1112.96,19.0998,1884.85,32.4201
"XOR-EC, AVX-512",,500,100,0,0,0,262144,8192,"(12/8)",0,1,8370.55,125.584,250.586,3.16077,987.014,109.646,2132.68,74.9113
"XOR-EC, AVX-512",,500,100,0,0,0,262144,8192,"(20/16)",0,1,8282.18,130.204,253.264,3.2897,1023.72,111.892,2056.13,73.0505
"XOR-EC, AVX-512",,500,100,0,0,0,262144,8192,"(24/16)",0,1,8258.59,257.127,254.127,6.18068,1028.92,16.0531,2038.71,32.0061
"XOR-EC, AVX-512",,500,100,0,0,0,262144,8192,"(36/32)",0,1,8133.06,486.115,258.345,8.4535,946.126,12.3336,2216.91,26.7714
"XOR-EC, AVX-512",,500,100,0,0,0,262144,8192,"(40/32)",0,1,8230.37,267.147,255.017,6.48859,955.72,103.397,2202.43,80.0739
